type,Gene,MeanLog10_exp,Called_sites,frac_mono,frac_poly,pi,exp bin
NS,13G149600,1.77734884628425,1380,0.98695652173913,0.0130434782608695,0.000979350624093057,1.6
NS,03G088500,1.77732515335551,621,0.840579710144927,0.159420289855072,0.0238686338434213,1.6
NS,06G193900,1.77726052389695,638,0.976489028213166,0.0235109717868338,0.00258598279192879,1.6
NS,02G015800,1.77720072646763,2072,0.986486486486486,0.0135135135135135,0.00330660313924965,1.6
NS,13G189100,1.77688376792738,2582,0.986831913245546,0.0131680867544539,0.00197831116867769,1.6
NS,05G060300,1.77685738144129,1161,0.984496124031007,0.0155038759689922,0.00119451590528468,1.6
NS,14G214500,1.77683009408011,1099,0.959053685168334,0.0409463148316651,0.00819846843807196,1.6
NS,13G174600,1.77680349623809,380,0.994736842105263,0.00526315789473684,0.000406545893881059,1.6
NS,05G118300,1.77658856119375,1113,0.993710691823899,0.00628930817610062,0.00119747985936721,1.6
NS,01G074100,1.77630127459499,698,0.978510028653295,0.0214899713467048,0.001623238198107,1.6
NS,08G107900,1.77624593880034,700,0.984285714285714,0.0157142857142857,0.00164567279727805,1.6
NS,05G094700,1.77582318840733,558,0.980286738351254,0.0197132616487455,0.00190377474802847,1.6
NS,08G150200,1.77581775442281,1038,0.99421965317919,0.00578034682080924,0.000579664030282525,1.6
NS,13G176300,1.77555011214619,1516,0.963720316622691,0.0362796833773087,0.00639151620293683,1.6
NS,06G148100,1.77548066680391,588,0.965986394557823,0.0340136054421768,0.00321816930424737,1.6
NS,12G157200,1.77538113217932,280,1,0,0,1.6
NS,04G195300,1.77537386479514,712,0.99438202247191,0.00561797752808988,0.000342083945021956,1.6
NS,11G000200,1.77534249392491,1620,0.982716049382716,0.0172839506172839,0.00154245311173092,1.6
NS,14G116100,1.77530060484122,380,0.994736842105263,0.00526315789473684,0.000116621350627211,1.6
NS,14G153000,1.775004441335,1044,0.992337164750957,0.00766283524904214,0.000885341691764694,1.6
NS,11G124000,1.77493244500832,814,0.986486486486486,0.0135135135135135,0.00214005202668838,1.6
NS,07G080700,1.77468094094285,972,0.982510288065843,0.0174897119341563,0.00090090222089141,1.6
NS,07G017700,1.77431094581717,1309,0.974789915966386,0.0252100840336134,0.003399129650988,1.6
NS,14G002300,1.7742872898751,2097,0.988078206962327,0.0119217930376728,0.00257038113422693,1.6
NS,08G042900,1.77428546250604,5858,0.968760669170365,0.0312393308296346,0.00335844681929518,1.6
NS,02G111600,1.77398307162315,2062,0.966052376333656,0.0339476236663433,0.00471756540607442,1.6
NS,08G121400,1.77345792120528,1912,0.991631799163179,0.00836820083682008,0.000724371147933969,1.6
NS,04G225400,1.77338065213614,955,0.978010471204188,0.0219895287958115,0.00128267237615318,1.6
NS,12G144900,1.7732708428303,619,0.991922455573505,0.00807754442649434,0.000343812964594384,1.6
NS,12G137300,1.77320744105672,281,0.98576512455516,0.0142348754448398,0.000351315593184667,1.6
NS,14G194000,1.77314018165869,434,0.997695852534562,0.00230414746543778,7.81E-05,1.6
NS,13G107600,1.77293287100569,932,0.979613733905579,0.0203862660944206,0.00332942251149261,1.6
NS,03G092200,1.77288855038576,1966,0.99440488301119,0.00559511698880976,0.00092866268823056,1.6
NS,02G055100,1.7728537312893,3470,0.982997118155619,0.0170028818443804,0.00420034203452359,1.6
NS,13G148000,1.77274105764572,793,0.98108448928121,0.0189155107187894,0.00240949511145742,1.6
NS,13G133500,1.77244390927021,895,0.986592178770949,0.0134078212290502,0.00171859716642477,1.6
NS,14G143000,1.77221910834148,789,0.989860583016476,0.0101394169835234,0.00126610351433279,1.6
NS,05G044100,1.77208957151582,549,0.958105646630236,0.0418943533697632,0.00845625315238835,1.6
NS,08G180900,1.7718700104049,1499,0.984656437625083,0.0153435623749166,0.0035827407551774,1.6
NS,03G012700,1.77185341432453,1354,0.992614475627769,0.00738552437223042,0.000768460262754275,1.6
NS,13G009300,1.77181740197116,1593,0.983050847457627,0.0169491525423728,0.00158682513479403,1.6
NS,02G072800,1.77146361044741,944,0.969279661016949,0.0307203389830508,0.00438644290823531,1.6
NS,04G159800,1.77138231417134,352,0.960227272727272,0.0397727272727272,0.00749859399699895,1.6
NS,06G090600,1.77112607345554,1181,0.968670618120237,0.0313293818797629,0.00383086274751017,1.6
NS,10G068500,1.77107139816442,2021,0.96585848589807,0.0341415141019297,0.00681677582539179,1.6
NS,04G087600,1.77097830819419,1545,0.966990291262135,0.033009708737864,0.00488254133693662,1.6
NS,12G150400,1.77095051660023,647,0.990726429675425,0.00927357032457496,0.00233348042421327,1.6
NS,13G044600,1.77076224040563,1056,0.983901515151515,0.0160984848484848,0.00151765955910081,1.6
NS,04G168400,1.77070873864521,1306,0.974732006125574,0.0252679938744257,0.00600277067157548,1.6
NS,09G101600,1.77069429328139,259,0.961389961389961,0.0386100386100386,0.00936592469904579,1.6
NS,04G155300,1.77029078720828,502,0.96215139442231,0.0378486055776892,0.0014764830833186,1.6
NS,08G183500,1.77023151026879,728,0.973901098901098,0.0260989010989011,0.00388514542993067,1.6
NS,03G094500,1.77022238721035,851,0.982373678025852,0.017626321974148,0.0036102538628516,1.6
NS,11G026300,1.77009219970336,1186,0.974704890387858,0.0252951096121416,0.00461361774572688,1.6
NS,10G081600,1.76983058268698,1023,0.98435972629521,0.0156402737047898,0.000745767997051675,1.6
NS,10G123900,1.76982718186717,931,0.99140708915145,0.00859291084854994,0.00192928846056449,1.6
NS,14G219100,1.7696462966301,714,0.985994397759103,0.0140056022408963,0.000939627966878221,1.6
NS,08G107600,1.7696192527242,1439,0.968728283530229,0.0312717164697706,0.00406646254611091,1.6
NS,06G097600,1.7695427012776,521,0.982725527831094,0.0172744721689059,0.00391775188275506,1.6
NS,13G061300,1.76903028752089,272,0.963235294117647,0.0367647058823529,0.00860391053631511,1.6
NS,10G005900,1.76880913198343,421,0.964370546318289,0.0356294536817102,0.00368781866814415,1.6
NS,06G126000,1.76861423937817,528,0.992424242424242,0.00757575757575757,0.00112051790868473,1.6
NS,08G013000,1.76860654578495,502,0.98605577689243,0.0139442231075697,0.000461347714059249,1.6
NS,14G127700,1.7685194706641,687,0.986899563318777,0.0131004366812227,0.000531533831353617,1.6
NS,06G121900,1.76847671510345,891,0.988776655443322,0.0112233445566778,0.000529768031454639,1.6
NS,06G062300,1.76829578163359,560,0.964285714285714,0.0357142857142857,0.00624887109778261,1.6
NS,08G072500,1.76817909190275,823,0.973268529769137,0.0267314702308626,0.0061429773982656,1.6
NS,11G129700,1.76802526145348,522,0.996168582375478,0.00383141762452107,0.00118962596258722,1.6
NS,10G177100,1.76802261440282,2344,0.984215017064846,0.0157849829351535,0.0026132949579077,1.6
NS,05G114300,1.76780076824943,489,0.944785276073619,0.0552147239263803,0.0138084293211434,1.6
NS,10G074500,1.76769826975219,781,0.991037131882202,0.00896286811779769,0.000340065879424723,1.6
NS,14G047700,1.76768652925619,535,0.975700934579439,0.0242990654205607,0.00419115256665817,1.6
NS,12G104300,1.76739293201421,1208,0.987582781456953,0.0124172185430463,0.000421845748051423,1.6
NS,12G060400,1.76725476934886,1369,0.976625273922571,0.0233747260774287,0.00417254868071611,1.6
NS,05G016800,1.76719451258678,615,0.982113821138211,0.0178861788617886,0.00218710481082643,1.6
NS,14G246900,1.76712239911949,534,0.97752808988764,0.0224719101123595,0.00182168319005406,1.6
NS,13G085000,1.76664503358511,700,0.98,0.02,0.00210396689012556,1.6
NS,02G033600,1.76653212338286,3646,0.971201316511245,0.0287986834887548,0.00719681969560034,1.6
NS,05G106200,1.76650369365068,915,0.987978142076502,0.0120218579234972,0.00264142746470526,1.6
NS,02G098600,1.76640806878684,1632,0.939338235294117,0.0606617647058823,0.0113204401502132,1.6
NS,05G107000,1.76638341490874,1287,0.979020979020979,0.0209790209790209,0.00398252751179285,1.6
NS,02G031400,1.76600438702598,798,0.978696741854636,0.0213032581453634,0.00289836639606478,1.6
NS,11G110800,1.7657945485279,1044,0.995210727969348,0.00478927203065134,0.000778726700063187,1.6
NS,04G122000,1.76575928174683,673,0.989598811292719,0.0104011887072808,0.00122378812903112,1.6
NS,14G115600,1.76566809557457,986,0.963488843813387,0.0365111561866125,0.0115811933607211,1.6
NS,13G172300,1.76558997325989,446,0.970852017937219,0.0291479820627802,0.00427074050036936,1.6
NS,03G005900,1.76524982565741,297,0.976430976430976,0.0235690235690235,0.00803128907751309,1.6
NS,05G064400,1.76494593013597,917,0.957470010905125,0.0425299890948745,0.00379954271128165,1.6
NS,14G139400,1.76480435537837,666,0.996996996996997,0.003003003003003,0.00027110728660395,1.6
NS,12G171500,1.76470975226853,864,0.975694444444444,0.0243055555555555,0.00418304456857142,1.6
NS,14G253000,1.76457187752538,229,0.978165938864628,0.0218340611353711,0.000453048849627174,1.6
NS,02G119700,1.764213646301,1235,0.981376518218623,0.0186234817813765,0.0037005388754046,1.6
NS,04G169900,1.7641787843124,758,0.986807387862796,0.0131926121372031,0.00241686539067488,1.6
NS,09G088500,1.76405572158734,353,0.997167138810198,0.0028328611898017,3.27E-05,1.6
NS,08G172300,1.76393228527873,1658,0.931845597104945,0.0681544028950542,0.00340540838699414,1.6
NS,10G059100,1.76385783261374,1670,0.982035928143712,0.0179640718562874,0.00336416556379006,1.6
NS,13G124000,1.76385066043692,2322,0.977605512489233,0.0223944875107665,0.00134899374365366,1.6
NS,02G015400,1.76383719566769,1111,0.992799279927992,0.0072007200720072,0.000844086490093255,1.6
NS,14G088700,1.76366314891794,572,0.98076923076923,0.0192307692307692,0.0015977305144485,1.6
NS,14G036900,1.76363239770768,722,0.944598337950138,0.0554016620498614,0.00739412549561849,1.6
NS,04G132700,1.76363092457453,776,0.954896907216494,0.0451030927835051,0.00922289615324521,1.6
NS,08G186400,1.76355945339263,904,0.970132743362831,0.0298672566371681,0.00195230242197798,1.6
NS,12G056000,1.76347025938494,1747,0.989124212936462,0.0108757870635374,0.000581459231272616,1.6
NS,05G064300,1.76334963348618,1132,0.992049469964664,0.00795053003533568,0.000395632357468073,1.6
NS,05G000900,1.76313268611502,1748,0.985697940503432,0.0143020594965675,0.00202754008308194,1.6
NS,04G121300,1.76312980391878,923,0.992416034669555,0.0075839653304442,0.0016515777695899,1.6
NS,14G166100,1.76308236589538,2620,0.987022900763358,0.0129770992366412,0.00170530911723167,1.6
NS,02G107300,1.76301888586622,1041,0.973102785782901,0.0268972142170989,0.00315206774698693,1.6
NS,12G128400,1.76297856106725,855,0.960233918128655,0.039766081871345,0.00165117231188192,1.6
NS,14G143200,1.76284685945168,1299,0.963048498845265,0.0369515011547344,0.00694683987649448,1.6
NS,09G007900,1.76269122001951,751,0.988015978695073,0.0119840213049267,0.00160452594612685,1.6
NS,10G074000,1.76269048087118,1494,0.967871485943775,0.0321285140562249,0.00152789203815973,1.6
NS,10G123400,1.76221769135191,2347,0.969322539412015,0.0306774605879846,0.00485585765157737,1.6
NS,02G155500,1.76200302080329,1359,0.963208241353936,0.0367917586460632,0.00294342672293201,1.6
NS,08G174000,1.76182026859739,356,0.985955056179775,0.0140449438202247,0.00146900919011662,1.6
NS,05G037500,1.76169589343965,661,0.969742813918305,0.0302571860816944,0.00296390093188862,1.6
NS,12G096400,1.76150522565802,1814,0.965821389195148,0.0341786108048511,0.0058994543804848,1.6
NS,14G167600,1.76130841144986,317,0.993690851735015,0.00630914826498422,0.00114649015738788,1.6
NS,06G087000,1.76130447787886,3518,0.96304718590108,0.0369528140989198,0.00421440978061018,1.6
NS,14G005100,1.76123127425401,1616,0.979579207920792,0.0204207920792079,0.00318665790074837,1.6
NS,11G089300,1.76111519612249,791,0.983565107458912,0.0164348925410872,0.00470752426628743,1.6
NS,06G122100,1.76057596787541,652,0.976993865030674,0.0230061349693251,0.00377027878300616,1.6
NS,10G107600,1.76057512489273,813,0.987699876998769,0.01230012300123,0.00112866634299691,1.6
NS,06G014900,1.76057357019322,687,0.951965065502183,0.0480349344978165,0.00576026404450691,1.6
NS,13G054000,1.76040476623465,1454,0.96767537826685,0.0323246217331499,0.00277907809379053,1.6
NS,11G124400,1.75977848748953,1241,0.974214343271555,0.0257856567284448,0.0048437473171277,1.6
NS,10G059900,1.75966871320589,825,0.989090909090909,0.0109090909090909,0.00171626135478122,1.6
NS,12G119100,1.75961848680512,1741,0.983342906375646,0.0166570936243538,0.00120845027908531,1.6
NS,04G194700,1.75938169182369,1238,0.982229402261712,0.0177705977382875,0.00236575353328023,1.6
NS,14G191900,1.75924834923122,1241,0.97743755036261,0.0225624496373892,0.00298267559190168,1.6
NS,14G117400,1.75918052285313,1535,0.982410423452768,0.0175895765472312,0.00259318941286127,1.6
NS,14G043600,1.75861659153575,2274,0.976693051890941,0.0233069481090589,0.00210922289214426,1.6
NS,13G144300,1.75850814212934,1972,0.970081135902636,0.029918864097363,0.00623567224582828,1.6
NS,05G015100,1.75821979016231,1596,0.990601503759398,0.0093984962406015,0.00094706055247517,1.6
NS,10G125100,1.75809925207607,1203,0.99168744804655,0.00831255195344971,0.000895895576473191,1.6
NS,04G094500,1.75799813616478,1229,0.970707892595606,0.0292921074043938,0.00343911435863538,1.6
NS,05G101000,1.75789397445018,1025,0.984390243902439,0.0156097560975609,0.00527202099509808,1.6
NS,02G051300,1.75777102714814,2461,0.975213327915481,0.0247866720845184,0.00500779165995595,1.6
NS,04G043500,1.75768851027318,845,0.992899408284023,0.00710059171597633,0.00132161790978182,1.6
NS,02G003000,1.75761395651071,1869,0.974852862493311,0.025147137506688,0.00336275504051247,1.6
NS,04G077300,1.75745012759758,392,0.982142857142857,0.0178571428571428,0.00462917238939921,1.6
NS,06G069600,1.75737482016331,541,0.99075785582255,0.00924214417744916,0.00118215040502402,1.6
NS,14G150900,1.75716936425286,455,0.978021978021978,0.0219780219780219,0.00144779824915228,1.6
NS,06G118500,1.75707961908597,1510,0.978807947019867,0.0211920529801324,0.00263995780482685,1.6
NS,05G141800,1.75694974015811,2224,0.991007194244604,0.00899280575539568,0.00149042092565713,1.6
NS,11G025700,1.75686149552323,517,0.967117988394584,0.0328820116054158,0.00394460003434745,1.6
NS,13G187300,1.75686010631426,430,0.997674418604651,0.00232558139534883,0.000264907409765913,1.6
NS,06G047000,1.75680112884022,960,0.988541666666666,0.0114583333333333,0.00185510524214473,1.6
NS,06G195200,1.75675944844938,1540,0.985714285714285,0.0142857142857142,0.00253103852205534,1.6
NS,10G155700,1.75612693837869,1406,0.988620199146514,0.011379800853485,0.00251827603589643,1.6
NS,01G086800,1.7560051400835,534,0.98876404494382,0.0112359550561797,0.00414635355694758,1.6
NS,13G056700,1.75586884185655,439,0.952164009111617,0.0478359908883826,0.0055983431804561,1.6
NS,08G220400,1.75565913547891,317,0.974763406940063,0.0252365930599369,0.00265412726394162,1.6
NS,04G125600,1.75559511082074,455,0.986813186813186,0.0131868131868131,0.00250196701575675,1.6
NS,05G049100,1.75545795417177,614,0.960912052117263,0.0390879478827361,0.00265043473236542,1.6
NS,14G285100,1.75534759426573,2248,0.990213523131672,0.0097864768683274,0.000640486035334954,1.6
NS,05G010100,1.75530335933056,1363,0.995597945707997,0.00440205429200293,0.000776188284782932,1.6
NS,09G049800,1.75529785914774,364,0.956043956043956,0.0439560439560439,0.0102071878509072,1.6
NS,02G024600,1.75521663200944,1804,0.960643015521064,0.0393569844789357,0.0064058871194316,1.6
NS,08G115600,1.75511014475773,814,0.98034398034398,0.0196560196560196,0.00485601595336406,1.6
NS,09G106800,1.75487397080889,1871,0.95991448423303,0.0400855157669695,0.00911891282418671,1.6
NS,10G018700,1.75471838056069,1461,0.989048596851471,0.0109514031485284,0.00128744169366438,1.6
NS,02G049500,1.75468767650017,452,0.982300884955752,0.0176991150442477,0.00250359661100213,1.6
NS,06G042000,1.75452896393965,1084,0.982472324723247,0.0175276752767527,0.000858035745737939,1.6
NS,06G165600,1.75449368191098,1373,0.978878368536052,0.0211216314639475,0.00214734845888528,1.6
NS,14G146500,1.7540868077482,439,0.977220956719817,0.0227790432801822,0.00324517021028054,1.6
NS,13G091500,1.75393696925759,711,0.953586497890295,0.0464135021097046,0.0106419001794246,1.6
NS,10G153200,1.75369298514247,657,0.952815829528158,0.0471841704718417,0.0112319997130704,1.6
NS,14G311600,1.75353675855219,1628,0.983415233415233,0.0165847665847665,0.00255006536860764,1.6
NS,05G046100,1.75349851054298,1154,0.991334488734835,0.00866551126516464,0.000633245828620435,1.6
NS,12G048300,1.75343146694591,1384,0.970375722543352,0.0296242774566473,0.00250990330790105,1.6
NS,01G013600,1.75342562910348,1625,0.978461538461538,0.0215384615384615,0.00160959237644246,1.6
NS,13G142500,1.75341808773407,1002,0.978043912175648,0.0219560878243512,0.00434330936202868,1.6
NS,08G192724,1.75295171751801,895,0.986592178770949,0.0134078212290502,0.00205730773261821,1.6
NS,12G112800,1.75286694723264,572,0.994755244755244,0.00524475524475524,0.000176477537315886,1.6
NS,14G183500,1.75274759301101,1696,0.982900943396226,0.0170990566037735,0.00378465974699114,1.6
NS,12G179500,1.75270260871027,718,0.967966573816156,0.032033426183844,0.0034646352416832,1.6
NS,10G050000,1.7526169479042,547,0.979890310786106,0.0201096892138939,0.00246956006133886,1.6
NS,11G026500,1.75246102285936,2090,0.983253588516746,0.0167464114832535,0.00214470957208197,1.6
NS,03G003100,1.75202964388547,1154,0.987001733102253,0.0129982668977469,0.0016156218576886,1.6
NS,13G018300,1.75196712650179,540,0.937037037037037,0.0629629629629629,0.0149692671662019,1.6
NS,05G004400,1.75189918263633,210,0.985714285714285,0.0142857142857142,0.00205796824822771,1.6
NS,05G069400,1.75188668070474,507,0.980276134122288,0.019723865877712,0.000871420389096481,1.6
NS,02G116100,1.75178313740591,946,0.936575052854122,0.0634249471458773,0.0128505152439632,1.6
NS,02G059900,1.75175083044632,1564,0.989769820971867,0.0102301790281329,0.000378815906483152,1.6
NS,13G157300,1.75173508084958,1301,0.984627209838585,0.0153727901614142,0.00220243813753303,1.6
NS,06G067900,1.75171331806929,1099,0.969062784349408,0.0309372156505914,0.00481615528468216,1.6
NS,01G070000,1.75165985444741,947,0.971488912354804,0.0285110876451953,0.00208854289911258,1.6
NS,02G033300,1.75156977326113,1180,0.986440677966101,0.0135593220338983,0.00205891526027402,1.6
NS,04G044900,1.75154195631096,456,0.991228070175438,0.0087719298245614,0.00435710527992977,1.6
NS,02G018000,1.75149863659285,3360,0.962202380952381,0.037797619047619,0.00454696214918217,1.6
NS,06G010600,1.75141435753017,2004,0.996007984031936,0.00399201596806387,0.000336046164057066,1.6
NS,04G035900,1.75126652920336,241,0.979253112033195,0.0207468879668049,0.000583469348796359,1.6
NS,11G023500,1.75116370900634,1773,0.992103778905809,0.00789622109419063,0.000263880968208278,1.6
NS,09G075100,1.75108663940013,1116,0.988351254480286,0.0116487455197132,0.00282755774546434,1.6
NS,02G070200,1.75074035041084,671,0.98956780923994,0.0104321907600596,0.00231503558534675,1.6
NS,02G072400,1.75071145172321,1407,0.982942430703624,0.0170575692963752,0.00282287352249881,1.6
NS,03G072600,1.75039213102361,1412,0.979461756373937,0.0205382436260623,0.00393983628479138,1.6
NS,14G246200,1.7503921169556,130,0.992307692307692,0.00769230769230769,0.000176822773946043,1.6
NS,06G122500,1.75023498553935,570,0.982456140350877,0.0175438596491228,0.00361162559222285,1.6
NS,04G047300,1.75009890116173,2867,0.983257760725497,0.0167422392745029,0.00301034115873207,1.6
NS,13G021300,1.7499011736659,544,0.977941176470588,0.0220588235294117,0.00425323421254495,1.6
NS,06G141100,1.74954894873563,1098,0.983606557377049,0.0163934426229508,0.00148089592932556,1.6
NS,06G078000,1.74930220446567,621,0.993558776167471,0.00644122383252818,0.000828269417375661,1.6
NS,05G004700,1.74918006290179,1152,0.9765625,0.0234375,0.00368582933208079,1.6
NS,06G073500,1.74899022078545,1360,0.986029411764705,0.0139705882352941,0.00280881369201295,1.6
NS,06G182500,1.74874864923212,560,0.976785714285714,0.0232142857142857,0.00202576172637004,1.6
NS,01G044100,1.74863124061771,1836,0.984204793028322,0.0157952069716775,0.00178862164352898,1.6
NS,12G037300,1.74843395343746,3706,0.981111710739341,0.0188882892606583,0.00394130304672317,1.6
NS,14G221000,1.74819684604344,989,0.991911021233569,0.00808897876643073,0.000441296178546405,1.6
NS,08G029500,1.748154759555,984,0.968495934959349,0.0315040650406504,0.00337312605974678,1.6
NS,04G042500,1.74798716407662,1282,0.965678627145085,0.0343213728549142,0.00483860347966357,1.6
NS,07G091600,1.74761302548901,823,0.961117861482381,0.0388821385176184,0.00860120651813751,1.6
NS,06G013900,1.74734748544694,837,0.986857825567503,0.013142174432497,0.00371831649870359,1.6
NS,11G135000,1.74728832991951,1360,0.975735294117647,0.0242647058823529,0.00213427768467226,1.6
NS,08G178800,1.74711596873522,489,0.991820040899795,0.0081799591002045,0.00159815681076739,1.6
NS,08G161200,1.74703527893042,1472,0.983016304347826,0.0169836956521739,0.00116735977861439,1.6
NS,10G041200,1.7468044924032,2871,0.966562173458725,0.0334378265412748,0.00489482305567023,1.6
NS,14G245200,1.746758306123,1364,0.986803519061583,0.0131964809384164,0.00155197603049599,1.6
NS,10G069400,1.74666851191362,1658,0.977683956574185,0.0223160434258142,0.00459581832043389,1.6
NS,01G106400,1.74659661297733,554,0.989169675090252,0.0108303249097472,0.00167569396089481,1.6
NS,02G010000,1.74657250996292,352,0.985795454545454,0.0142045454545454,0.000506545445361331,1.6
NS,10G051500,1.74647608847746,1281,0.992193598750975,0.0078064012490242,0.000775774566725807,1.6
NS,10G046700,1.74635511936213,1821,0.987918725974739,0.0120812740252608,0.000558405202218934,1.6
NS,10G176600,1.74631715207892,1279,0.978889757623143,0.0211102423768569,0.003858802354192,1.6
NS,03G054500,1.74630992812312,1662,0.987966305655836,0.0120336943441636,0.00154297947249768,1.6
NS,13G162700,1.74617175096107,1004,0.98406374501992,0.0159362549800796,0.002007306195549,1.6
NS,07G039000,1.74615256910884,942,0.955414012738853,0.0445859872611464,0.0063164516471375,1.6
NS,04G087900,1.74599967481585,1054,0.977229601518026,0.0227703984819734,0.00220046574755731,1.6
NS,04G141600,1.74587954092742,937,0.986125933831376,0.0138740661686232,0.0022779797120789,1.6
NS,13G063800,1.7456666860731,1921,0.979177511712649,0.0208224882873503,0.00186963454148623,1.6
NS,13G074500,1.74558581081109,338,0.961538461538461,0.0384615384615384,0.00381222183861647,1.6
NS,03G107000,1.74553354365229,2610,0.973180076628352,0.0268199233716475,0.00575525947594973,1.6
NS,04G140100,1.74551304331073,1267,0.964483030781373,0.0355169692186266,0.00799561977597507,1.6
NS,05G047000,1.74550674400954,1589,0.986784140969163,0.013215859030837,0.00211741017213478,1.6
NS,06G047600,1.74537730554389,1576,0.981598984771573,0.0184010152284263,0.00312099645037732,1.6
NS,08G219300,1.74509802623185,1531,0.978445460483344,0.0215545395166557,0.00312922964224879,1.6
NS,09G008900,1.74500305613176,1663,0.967528562838244,0.0324714371617558,0.00841878573397732,1.6
NS,03G006500,1.74483181562992,1151,0.973066898349261,0.0269331016507384,0.00386104687719968,1.6
NS,12G093800,1.74466549690017,653,0.987748851454823,0.0122511485451761,0.000874506195583075,1.6
NS,06G098800,1.74447266816117,1262,0.984152139461172,0.0158478605388272,0.00204134116451271,1.6
NS,02G002100,1.74442752445457,729,0.986282578875171,0.0137174211248285,0.00303165656014199,1.6
NS,04G215300,1.74438345492383,272,0.996323529411764,0.00367647058823529,0.0016842234198922,1.6
NS,14G241300,1.74434700811694,1762,0.984676503972758,0.0153234960272417,0.00115121618566493,1.6
NS,02G023900,1.74431366259476,898,0.968819599109131,0.0311804008908685,0.00394445805439132,1.6
NS,07G028400,1.74418881210182,980,0.988775510204081,0.0112244897959183,0.0024993993406566,1.6
NS,12G132600,1.74392817463798,695,0.971223021582733,0.0287769784172661,0.00417359494946561,1.6
NS,03G104600,1.74362362364512,2362,0.986452159187129,0.0135478408128704,0.00104080106855195,1.6
NS,10G179500,1.74349161895389,1022,0.99412915851272,0.00587084148727984,0.00126128706240804,1.6
NS,05G094500,1.74346789498781,1567,0.960433950223356,0.0395660497766432,0.011664224387655,1.6
NS,10G065800,1.74332300966743,883,0.978482446206115,0.0215175537938844,0.00211871159924313,1.6
NS,14G129200,1.74317748143789,3186,0.990269930947897,0.00973006905210295,0.0018177848062899,1.6
NS,10G085300,1.74317298700163,1425,0.976842105263157,0.0231578947368421,0.00260486348115939,1.6
NS,10G147700,1.74311748415296,655,0.969465648854961,0.0305343511450381,0.00611805205138158,1.6
NS,06G009600,1.74293808904276,757,0.985468956406869,0.0145310435931307,0.00204800300137373,1.6
NS,04G009600,1.74234357785296,1095,0.982648401826484,0.0173515981735159,0.00126017533244548,1.6
NS,14G312900,1.74229180316961,3048,0.971456692913385,0.0285433070866141,0.00782153184299382,1.6
NS,14G051800,1.74215974923698,247,0.995951417004048,0.00404858299595141,0.000133444914391695,1.6
NS,10G119200,1.74201223058002,1407,0.93958777540867,0.060412224591329,0.0103856195297454,1.6
NS,11G111500,1.74184550984941,740,0.971621621621621,0.0283783783783783,0.0071284419622301,1.6
NS,08G200800,1.74183003972062,813,0.985239852398524,0.014760147601476,0.0021381155418921,1.6
NS,09G107100,1.74171218378506,265,0.996226415094339,0.00377358490566037,0.000329331046312178,1.6
NS,02G162700,1.74163371045934,1831,0.979792463134899,0.020207536865101,0.00365983102581547,1.6
NS,14G323000,1.74161856322225,1922,0.990114464099895,0.00988553590010405,0.000705548549798094,1.6
NS,08G230100,1.74161481605807,5966,0.968152866242038,0.0318471337579617,0.00170452984673282,1.6
NS,06G165400,1.74147097772627,402,0.980099502487562,0.0199004975124378,0.00124324922110376,1.6
NS,12G128000,1.74133567411164,991,0.979818365287588,0.0201816347124117,0.00212081783162807,1.6
NS,09G078600,1.74131207053736,1777,0.967360720315137,0.0326392796848621,0.00271575768177821,1.6
NS,13G037800,1.74104626013518,341,0.991202346041055,0.00879765395894428,0.00261438666776305,1.6
NS,11G007000,1.74096937865216,927,0.984897518878101,0.0151024811218985,0.00265568229217715,1.6
NS,04G071500,1.74076007218389,2437,0.959786622897004,0.0402133771029954,0.0031477714250725,1.6
NS,12G138500,1.74069114027465,829,0.980699638118214,0.0193003618817852,0.00229347922512522,1.6
NS,07G004700,1.74034484451821,1509,0.981444665341285,0.0185553346587143,0.00208140797248992,1.6
NS,14G282800,1.73997086574843,1497,0.977287909151636,0.0227120908483633,0.00444772000256049,1.6
NS,04G201600,1.7396494488578,366,0.975409836065573,0.0245901639344262,0.00233084321896031,1.6
NS,04G216900,1.73935815672506,759,0.972332015810276,0.0276679841897233,0.00441338433397297,1.6
NS,12G085200,1.73915867754634,1145,0.965938864628821,0.034061135371179,0.00520692631792624,1.6
NS,12G132100,1.73881333592025,236,0.995762711864406,0.00423728813559322,0.000479946783989708,1.6
NS,14G225300,1.73862699099256,506,0.988142292490118,0.0118577075098814,0.000769810820650961,1.6
NS,14G311900,1.73859528337885,1560,0.983974358974358,0.016025641025641,0.00212349686865794,1.6
NS,02G119200,1.73841844475754,809,0.981458590852904,0.0185414091470951,0.00294363014940416,1.6
NS,02G159400,1.73839330587822,1110,0.985585585585585,0.0144144144144144,0.00312639376741208,1.6
NS,05G018800,1.73837910283785,864,0.976851851851851,0.0231481481481481,0.00161305704756937,1.6
NS,01G016300,1.73837546036064,396,0.987373737373737,0.0126262626262626,0.000530657361343065,1.6
NS,14G057100,1.73835232664462,930,0.978494623655914,0.021505376344086,0.00318104633170343,1.6
NS,13G036400,1.73823711239768,484,0.981404958677686,0.018595041322314,0.00271523799476227,1.6
NS,14G133800,1.73812166530555,241,0.983402489626556,0.0165975103734439,0.00220095090677434,1.6
NS,09G052200,1.73806915631613,646,0.987616099071207,0.0123839009287925,0.000539633038780308,1.6
NS,02G056800,1.73793340807676,1021,0.970617042115573,0.029382957884427,0.00535950465065889,1.6
